state,district,districthindi,season,seasonhindi,crop,crophindi,area,production
कर्नाटक (Karnataka),BENGALURU URBAN,बेंगलुरू अर्बन,Summer     ,ग्रीष्म ऋतु ,Maize,मक्का,160,519
कर्नाटक (Karnataka),BANGALORE RURAL,बंगलौर ग्रामीण,Kharif     ,खरीफ ,Gram,ग्राम,45,6
कर्नाटक (Karnataka),DAVANGERE,दावणगेरे,Rabi       ,रबी ,Moong(Green Gram),मूंग (हरा चना),84,25
कर्नाटक (Karnataka),TUMKUR,तुमकुर,Kharif     ,खरीफ ,Maize,मक्का,15538,47362
कर्नाटक (Karnataka),DHARWAD,धारवाड़,Kharif     ,खरीफ ,Sunflower,सूरजमुखी,285,94
कर्नाटक (Karnataka),HAVERI,हावेरी,Whole Year ,पूरे साल ,Onion,प्याज,6568,20412
कर्नाटक (Karnataka),HASSAN,हसन,Rabi       ,रबी ,Cowpea(Lobia),लोबिया (लोबिया),474,212
कर्नाटक (Karnataka),CHITRADURGA,चित्रदुर्ग,Whole Year ,पूरे साल ,Cotton(lint),कपास (लिंट),10648,24767
कर्नाटक (Karnataka),CHAMARAJANAGAR,चामराजनगरी,Rabi       ,रबी ,Horse-gram,चने की दाल,18463,10822
कर्नाटक (Karnataka),DAVANGERE,दावणगेरे,Kharif     ,खरीफ ,Jowar,ज्वार,6977,17372
कर्नाटक (Karnataka),BIDAR,बीदरी,Rabi       ,रबी ,Maize,मक्का,83,186
कर्नाटक (Karnataka),DAVANGERE,दावणगेरे,Whole Year ,पूरे साल ,Cashewnut,काजू,31,23
कर्नाटक (Karnataka),KOLAR,कोलार,Whole Year ,पूरे साल ,Potato,आलू,4028,72607
कर्नाटक (Karnataka),DHARWAD,धारवाड़,Rabi       ,रबी ,Moong(Green Gram),मूंग (हरा चना),898,204
कर्नाटक (Karnataka),BELGAUM,बेलगाम,Whole Year ,पूरे साल ,Cashewnut,काजू,796,638
कर्नाटक (Karnataka),UDUPI,उडुपी,Rabi       ,रबी ,Rice,चावल,13283,27170
कर्नाटक (Karnataka),MANDYA,मंड्या,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),5,5
कर्नाटक (Karnataka),DAVANGERE,दावणगेरे,Whole Year ,पूरे साल ,Garlic,लहसुन,14,15
कर्नाटक (Karnataka),GULBARGA,गुलबर्गा,Whole Year ,पूरे साल ,Sannhamp,सन्नहम्पो,11,2
कर्नाटक (Karnataka),BELGAUM,बेलगाम,Kharif     ,खरीफ ,Sunflower,सूरजमुखी,15407,5647
कर्नाटक (Karnataka),GULBARGA,गुलबर्गा,Rabi       ,रबी ,Maize,मक्का,136,87
कर्नाटक (Karnataka),UTTAR KANNAD,उत्तर कन्नड़,Whole Year ,पूरे साल ,Turmeric,हल्दी,8,41
कर्नाटक (Karnataka),MYSORE,मैसूर,Whole Year ,पूरे साल ,Tobacco,तंबाकू,71231,25444
कर्नाटक (Karnataka),RAICHUR,रायचुर,Summer     ,ग्रीष्म ऋतु ,Onion,प्याज,44,345
कर्नाटक (Karnataka),DHARWAD,धारवाड़,Whole Year ,पूरे साल ,Banana,केला,239,4772
कर्नाटक (Karnataka),BELGAUM,बेलगाम,Kharif     ,खरीफ ,Castor seed,अरंडी बीज,347,257
कर्नाटक (Karnataka),KOPPAL,कोप्पल,Whole Year ,पूरे साल ,Cotton(lint),कपास (लिंट),11560,4788
कर्नाटक (Karnataka),BELGAUM,बेलगाम,Whole Year ,पूरे साल ,Banana,केला,1863,89815
कर्नाटक (Karnataka),HAVERI,हावेरी,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,8099,4978
कर्नाटक (Karnataka),KOLAR,कोलार,Kharif     ,खरीफ ,Ragi,रागी,60285,72434
कर्नाटक (Karnataka),RAICHUR,रायचुर,Rabi       ,रबी ,Linseed,अलसी का बीज,395,128
कर्नाटक (Karnataka),CHIKBALLAPUR,चिकबल्लपुर,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,3894,1539
कर्नाटक (Karnataka),SHIMOGA,शिमोगा,Rabi       ,रबी ,Moong(Green Gram),मूंग (हरा चना),3856,1729
कर्नाटक (Karnataka),CHITRADURGA,चित्रदुर्ग,Whole Year ,पूरे साल ,Coriander,धनिया,78,24
कर्नाटक (Karnataka),HASSAN,हसन,Whole Year ,पूरे साल ,Coriander,धनिया,226,28
कर्नाटक (Karnataka),RAICHUR,रायचुर,Kharif     ,खरीफ ,Maize,मक्का,198,293
कर्नाटक (Karnataka),CHITRADURGA,चित्रदुर्ग,Kharif     ,खरीफ ,Horse-gram,चने की दाल,4466,2393
कर्नाटक (Karnataka),CHAMARAJANAGAR,चामराजनगरी,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),5719,945
कर्नाटक (Karnataka),MYSORE,मैसूर,Whole Year ,पूरे साल ,Potato,आलू,15,93
कर्नाटक (Karnataka),MYSORE,मैसूर,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),4004,612
कर्नाटक (Karnataka),KOLAR,कोलार,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,615,247
कर्नाटक (Karnataka),UTTAR KANNAD,उत्तर कन्नड़,Rabi       ,रबी ,Horse-gram,चने की दाल,1004,888
कर्नाटक (Karnataka),BIJAPUR,बीजापुर,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),2269,75
कर्नाटक (Karnataka),BELLARY,बेल्लारी,Rabi       ,रबी ,Linseed,अलसी का बीज,15,6
कर्नाटक (Karnataka),BELLARY,बेल्लारी,Kharif     ,खरीफ ,Moong(Green Gram),मूंग (हरा चना),2835,439
कर्नाटक (Karnataka),CHITRADURGA,चित्रदुर्ग,Whole Year ,पूरे साल ,Cashewnut Raw,काजू कच्चा,7,4
कर्नाटक (Karnataka),BELGAUM,बेलगाम,Kharif     ,खरीफ ,Dry chillies,सूखी मिर्च,3596,1320
कर्नाटक (Karnataka),BELGAUM,बेलगाम,Whole Year ,पूरे साल ,Coriander,धनिया,612,330
कर्नाटक (Karnataka),CHITRADURGA,चित्रदुर्ग,Kharif     ,खरीफ ,Bajra,बाजरे,3139,1212
कर्नाटक (Karnataka),GULBARGA,गुलबर्गा,Kharif     ,खरीफ ,Onion,प्याज,1674,9415
कर्नाटक (Karnataka),SHIMOGA,शिमोगा,Whole Year ,पूरे साल ,Turmeric,हल्दी,16,38
कर्नाटक (Karnataka),KOLAR,कोलार,Kharif     ,खरीफ ,Ragi,रागी,109068,152191
कर्नाटक (Karnataka),HASSAN,हसन,Rabi       ,रबी ,Maize,मक्का,7202,21848
कर्नाटक (Karnataka),SHIMOGA,शिमोगा,Rabi       ,रबी ,Rapeseed &Mustard,रेपसीड और सरसों,38,11
कर्नाटक (Karnataka),BIDAR,बीदरी,Whole Year ,पूरे साल ,Dry ginger,सोंठ,1375,43301
कर्नाटक (Karnataka),HAVERI,हावेरी,Kharif     ,खरीफ ,Rice,चावल,35641,24198
कर्नाटक (Karnataka),BENGALURU URBAN,बेंगलुरू अर्बन,Summer     ,ग्रीष्म ऋतु ,Peas & beans (Pulses),मटर और बीन्स (दालें),24,213
कर्नाटक (Karnataka),MYSORE,मैसूर,Kharif     ,खरीफ ,Potato,आलू,105,868
कर्नाटक (Karnataka),CHITRADURGA,चित्रदुर्ग,Summer     ,ग्रीष्म ऋतु ,Onion,प्याज,268,1904
कर्नाटक (Karnataka),KOPPAL,कोप्पल,Rabi       ,रबी ,Jowar,ज्वार,45576,26763
कर्नाटक (Karnataka),TUMKUR,तुमकुर,Kharif     ,खरीफ ,Soyabean,सोया बीन,5,2
कर्नाटक (Karnataka),TUMKUR,तुमकुर,Kharif     ,खरीफ ,Urad,उड़द,176,51
कर्नाटक (Karnataka),SHIMOGA,शिमोगा,Summer     ,ग्रीष्म ऋतु ,Ragi,रागी,48,108
कर्नाटक (Karnataka),BIJAPUR,बीजापुर,Rabi       ,रबी ,Sunflower,सूरजमुखी,125478,30931
कर्नाटक (Karnataka),HAVERI,हावेरी,Kharif     ,खरीफ ,Groundnut,मूंगफली,15918,20490
कर्नाटक (Karnataka),DHARWAD,धारवाड़,Rabi       ,रबी ,Dry chillies,सूखी मिर्च,51,139
कर्नाटक (Karnataka),BIDAR,बीदरी,Kharif     ,खरीफ ,Sunflower,सूरजमुखी,9442,3717
कर्नाटक (Karnataka),BELLARY,बेल्लारी,Kharif     ,खरीफ ,Ragi,रागी,3525,2548
कर्नाटक (Karnataka),MANDYA,मंड्या,Kharif     ,खरीफ ,Other Kharif pulses,अन्य खरीफ दालें,7693,2637
कर्नाटक (Karnataka),BIDAR,बीदरी,Summer     ,ग्रीष्म ऋतु ,Potato,आलू,26,365
कर्नाटक (Karnataka),BELLARY,बेल्लारी,Kharif     ,खरीफ ,Cotton(lint),कपास (लिंट),51505,69414
कर्नाटक (Karnataka),BIJAPUR,बीजापुर,Whole Year ,पूरे साल ,Coconut ,नारियल ,192,978
कर्नाटक (Karnataka),TUMKUR,तुमकुर,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,7,3
कर्नाटक (Karnataka),YADGIR,यादगीर,Whole Year ,पूरे साल ,Sugarcane,गन्ना,862,78614
कर्नाटक (Karnataka),BAGALKOT,बागलकोट,Rabi       ,रबी ,Linseed,अलसी का बीज,4997,2207
कर्नाटक (Karnataka),DAKSHIN KANNAD,दक्षिण कन्नड़,Rabi       ,रबी ,Rice,चावल,21705,57921
कर्नाटक (Karnataka),KOPPAL,कोप्पल,Rabi       ,रबी ,Jowar,ज्वार,36252,13485
कर्नाटक (Karnataka),KOLAR,कोलार,Summer     ,ग्रीष्म ऋतु ,Maize,मक्का,475,1080
कर्नाटक (Karnataka),HAVERI,हावेरी,Summer     ,ग्रीष्म ऋतु ,Sunflower,सूरजमुखी,984,732
कर्नाटक (Karnataka),BELGAUM,बेलगाम,Kharif     ,खरीफ ,Arhar/Tur,अरहर / तुरई,5702,2346
कर्नाटक (Karnataka),BANGALORE RURAL,बंगलौर ग्रामीण,Kharif     ,खरीफ ,Ragi,रागी,105139,97923
कर्नाटक (Karnataka),BANGALORE RURAL,बंगलौर ग्रामीण,Summer     ,ग्रीष्म ऋतु ,Maize,मक्का,370,1144
कर्नाटक (Karnataka),KOLAR,कोलार,Rabi       ,रबी ,Other  Rabi pulses,अन्य रबी दालें,89,47
कर्नाटक (Karnataka),DAVANGERE,दावणगेरे,Kharif     ,खरीफ ,Small millets,छोटे बाजरा,1704,1077
कर्नाटक (Karnataka),CHIKMAGALUR,चिकमंगलूर,Whole Year ,पूरे साल ,Sugarcane,गन्ना,1391,132145
केरल (Kerala),KOLLAM,कोल्लम,Whole Year ,पूरे साल ,Cardamom,इलायची,7,
केरल (Kerala),अलपुझा (ALAPPUZHA),अलपुझा (अलाप्पुझा),Autumn     ,पतझड़ ,Rice,चावल,7991,14128
केरल (Kerala),THRISSUR,त्रिशूर,Whole Year ,पूरे साल ,Cashewnut,काजू,2148,671
केरल (Kerala),अलपुझा (ALAPPUZHA),अलपुझा (अलाप्पुझा),Whole Year ,पूरे साल ,Black pepper,काली मिर्च,1790,207
केरल (Kerala),KOLLAM,कोल्लम,Winter     ,सर्दी ,Rice,चावल,10022,18737
केरल (Kerala),ERNAKULAM,एर्नाकुलम,Whole Year ,पूरे साल ,Cashewnut,काजू,1578,496
केरल (Kerala),KANNUR,कन्नूरी,Whole Year ,पूरे साल ,Cardamom,इलायची,128,
केरल (Kerala),THRISSUR,त्रिशूर,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,7476,26342
केरल (Kerala),MALAPPURAM,मलप्पुरम,Whole Year ,पूरे साल ,Coconut ,नारियल ,103691,933000000
केरल (Kerala),KASARAGOD,कासरगोड,Whole Year ,पूरे साल ,Arhar/Tur,अरहर / तुरई,8,14
केरल (Kerala),PATHANAMTHITTA,पथानामथिट्टा,Whole Year ,पूरे साल ,Bhindi,भिन्डी,37,0
केरल (Kerala),अलपुझा (ALAPPUZHA),अलपुझा (अलाप्पुझा),Kharif     ,खरीफ ,Sesamum,तिल,902,126
केरल (Kerala),MALAPPURAM,मलप्पुरम,Whole Year ,पूरे साल ,Tapioca,टैपिओका,5010,185481
केरल (Kerala),WAYANAD,वायनाड,Winter     ,सर्दी ,Sesamum,तिल,4,1
केरल (Kerala),MALAPPURAM,मलप्पुरम,Whole Year ,पूरे साल ,Turmeric,हल्दी,222,347
केरल (Kerala),MALAPPURAM,मलप्पुरम,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,1506,4836
केरल (Kerala),IDUKKI,इडुक्की,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,385,1122
केरल (Kerala),THIRUVANANTHAPURAM,तिरुवनंतपुरम,Whole Year ,पूरे साल ,Potato,आलू,18,204
केरल (Kerala),THIRUVANANTHAPURAM,तिरुवनंतपुरम,Summer     ,ग्रीष्म ऋतु ,Rice,चावल,66,174
केरल (Kerala),KANNUR,कन्नूरी,Whole Year ,पूरे साल ,Arecanut,सुपारी,13776,14743
केरल (Kerala),KASARAGOD,कासरगोड,Whole Year ,पूरे साल ,Cashewnut,काजू,18068,17925
केरल (Kerala),KOZHIKODE,कोझिकोड,Whole Year ,पूरे साल ,Turmeric,हल्दी,283.16,737.09
केरल (Kerala),PALAKKAD,पलक्कड़,Whole Year ,पूरे साल ,Rubber,रबर,29064,34334
केरल (Kerala),KOLLAM,कोल्लम,Whole Year ,पूरे साल ,Arecanut,सुपारी,2485,1794
